full_text,label
@matchakiauw ambil aja kampus merdeka ni berguna buat cv nanti,1
- pny tabungan yg asoy gara2 dpt sangu dr kampus merdeka 2023: - Kenalan sm anak teknik ITS (AWAL MULA BADAI DLM HIDUPKU YG TENANG DIKALA ITU) - Merasa sangat dicintai dan bruntung (Alhamdulillah anter jemput mobil dan jd passanger princess pdhl cm lov bombeng),1
@ackermaran sangat rekomen buat masuk start 2023. soalnya kurikulumnya didesain integrated sama kampus merdeka dan matkulnya sangat uptodate dengan kebutuhan industri dan risett terkini,1
@ryuizzee @uda_rifan makanya banyak yang kontra dengan kurikulum merdeka belajar yang berasal dari kurikulum Binus because kurang sesuai hanya kampus elite saja yang cocok dengan kurikulum Binus apalagi Nadiem itu pro Binus,1
@Mdy_Asmara1701 Kampus Merdeka mahal,0
kampus merdeka bapuk gitu masih ada yg ngeblank,0
@butterflewh @konjugasi tergantung ga sih? contoh anak tambang yaa gabisa tiba tiba jadi juragan tambang bikin perusahaan sendiri bro wkkwwk. lagian usaha emang harus berani orang indo ga semuanya berani buat usaha sendiri. karena kan didikan indo buat jadi budak makanya ada kampus merdeka wkwk,0
NEGERI PARA BEDEBAH merdeka-merdeka tujuh mulud.. salah satu kampus negeri di Bdg UKT sama UANG BANGUNAN bayar dimuka mau nguliahin anak jatohnya malah di siksa.. klo swasta faham ini kan negeri.. https://t.co/dbP5ZcLliV,0
Emang paling bener ikut kampus merdeka bisa dapet duit dan sertifikat,1
Program Kampus Merdeka yang bener bener masuk akal dan solusi jangka pendek dan panjang atasi pengangguran dikalangan lulusan S1 adalah MSIB. Pemerintah harus mencari cara untuk menambah kuota dan mengakses mitra lebih banyak juga sistem yang baik dan terintegrasi.,1
Sumpah ya magang merdeka ini timelinenya hancur semua trs mundur. Gue sisa skripsi sama kkn jadi kemungkinan gabisa ikut magang msib karena timeline mundur dan tabrakan sama KKN. Klo mau maksain MSIB pun konsekuensinya lulus telat bener bener gajelas bgt pihak kampus merdeka,0
coba kegiatan kampus merdeka bisa di ambil lebih dari 3 kali kaya nya w beneran udah ngayap kemana-mana asal dosen mendukung deh (kampus merdeka = MERDEKA DARI KAMPUS),1
@chocostudy_ Ikut volunteer online offline nyobain magang unpaid online perbanyak portofolio biar semester 5 bisa ikut program kampus merdeka at least msib atau magang mandiri di company gede,1
Espsesially gen Z dgn program kampus merdeka salah satunya magang org2 fomo magang akhirnya d manfaatin deh sm perusahaan,0
kalaupun nantinya nadiem di reshuffle aku banyak berharap supaya program merdeka belajar kampus merdeka bakal terus dilanjutin karena jujur aja banyak program yang bagus dari sana contohnya kaya msib pertukaran pelajar sama kampus mengajar,1
Pemerintah kalo mau nyetop kegiatan iisma kampus merdeka stop ajaa gausah pake buzzer jelek bgt lo ngebego begoin masyarakat mulu,0
timeline kampus merdeka nih jelek bgt dah sebelga sama ajg sama timeline kampus monangis besar,0
@ZoneVenomWar Makanya gue gak begitu bisa langsung komen karena yg di cuplik cuma anggaran kampus merdeka bukan kementrian pendidikan secara keseluruhan. Anggaran gmn pun pasti dialokasi. Klw gue liatnya ada manfaat nya pun long term tapi pemerintah harus jelas juga awardee harus ngasih apa.,1
@fellizzie oh tp keknya ga segampang itu sih lgsg berhentiin semuanya tapi wish for the best sih karena program kampus merdeka bagus bagus cuy,1
PLS JANGAN DIUBAH SAMPAI GUE LULUS GUE MAU NGERASAIN KAMPUS MERDEKA,1
Telat kampus gw ngecancel semua mahasiswanya yang ikut msib. Udah gak sesuai kalender akademik. Tapi hari ini gw sebel bgt soalnya admin msib tetiba ngirim beginian seakan bilang nih kampus ini bisa contoh aja Wkwkwk capek emang ikut kampus merdeka dapet ampasnya doang https://t.co/x3FLd0GL2f,0
@untirtafesss Gapapa nder aku juga ikut ukm dan itu semester 6 tapi aku aktif ikut kampus merdeka,1
Tergantung gimana kondisiku ya by tapi mostly iya lu bayangin bae kalo adminnya kaya cs kampus merdeka beh mending gue goreng krupuk bareng andika perkasa,0
kecewa beradddd brok sama kampus merdeka https://t.co/27WCsyj1lk,0
kocak bgt aslinya gw ga terima sih kampus merdeka harus kasih solusi sih buat mahasiswa yg pada bentrok sama krs an,0
@tickinclock ASLI IYAAAA GONTA GANTI TERUS IA PDHL PROGRAM KAMPUS MERDEKA INI UDH BAGUS2,1
@selistudytwt iyaa yang kampus merdeka masih isu blom diresmiin beritanya semoga gajadi yaa,1
@fluffyh00man kaaa ini bener bgt aku gamau mukul rata. Tapi overall 90% temenku dan kk tingkat yg udh ngerasain kampus merdeka blng ini bnr bnr ga worth it,0
aduh lemes banget kalau program kampus merdeka beneran distop,1
ini klo smpe porgram kampus merdeka di berhentiin sih gws banget nih negara,1
jgn stop program kampus merdeka pls..,1
@goldydharmawan @mercbrah @Kemdikbud_RI Adain dong Kampus Merdeka @gibran_tweet @prabowo PLEASE PAK,1
@tanyarlfes sebagai alumni 2 program kampus merdeka ini bnrn membantu bgt sihh,1
@mysyouz Gaa semuanya gtuu yaa. Aku sebagai alumni MSIB benar2 ngerjain semuanya dari awal sampai akhir dan itu tugas individu. Ada pun karyawan tetap itu cman sebagai mentor klau kita butuh konsultasi. Mungkin lebih tepatnya pihak kampus merdeka perlu lebih ketat lg untuk mitranya,1
@Kemdikbud_RI @puslapdik MSIB gimana min? Plis jangan suruh kontak kampus merdeka karena mereka bodo amat sama kesulitan mahasiswa!,0
Damn gw speechles liat rumor kampus merdeka mau dihapus.... antara sedih sm seneng,1
@maulanafikri455 Merasa beruntung banget dulu sisa sisa akhir semester bisa ngerasain program MSIB karna angkatan ke 2. Rada iri dengan adik tingkat yang bisa ikut program kampus merdeka beberapa kali karna syarat ikut adalah mahasiswa aktif,1
Disorientasi nilai kebijakan kampus merdeka. - Masalah kerja tak selesai dgn membuka magang merdeka yang kuotanya tak sampai 1% dari total mhs indo - Mau naikin exposure inter tapi segmented ke orang latar belakang high class buang-buang duit,0
@hrdbacot kalo sampe semua program kampus merdeka dihilangkan agak gmn gitu dampak dari msib yang gw rasakan bener² bantu banget buat kita dapetin skill² yang agaknya tidak teepikirkan olehkita sebelumnya karena biaya namun dengan adanya msib gua bisa memperdalam skill yang gw butuhkan,1
Terlepas dari kritik mengenai program kampus merdeka Itu yang nyebar berita bahwa kemdikbud lg di periksa bpk pertama kali harus dilaporin Bikin peserta yang digantung jd resah brengsek,0
ngomongin k.merdeka wkwkw jd keinget udh daftar magang kerjain tes dsbnya ga lolos cm krn masalah kampus g elligible,0
udah terlalu banyak rumor tntng kampus merdeka dr kemendikbud blum ada pnjelasan yng mempuni malah makin ngawur dah orang2 ini.,0
Mahasiswa pikirannya masih labil overproud dgn ikutan program pemerintah hsilnya cuma mikirin diri sendiri. Lulus program kampus merdeka itulah yg berbahaya. Karna udah sibuk magang muncullah mindset ngapain gw ikut ini itu mending magang.,0
setelah denger kabar tentang msib berpotensi diilangin jadi kepikiran angkatan 2020 lucky juga ya - masa sma kepotong covid cuma di ujung - UTBK/SNBT cuma TPS - masih kedapetan kampus merdeka not trying to jinx it but damn alhamdulillah we re lucky,1
Bangke magangnya agustus sampe september seleksinya. Sedangkan di kampus aturannya gw harus udah dapat magang sblm tgl 15 agustus klo nggk bakalan dipilihin kampus sendiri. Makasih kampus merdeka,1
kl sampe program kampus merdeka diapus gw uda gatau lg si apalagi yg bagus dr pemerintahan sini,1
Sebenernya yang disesalkan mahasiswa indo tentang kampus merdeka batch 7 ini ya karena gk ada kejelasannya itu. Klo misalnya ragu yaudah dari awal bilang aja cancel untuk tahun ini. Biar mhs bisa nyiapin backup plan jauh2 hari entah stupen atau magang,0
@Kemdikbud_RI MSIB gimana min? Plis jangan suruh kontak kampus merdeka karena mereka bodoh amat sama kesulitan mahasiswa!,0
Demi skor/nilai rapot kampus di kemendikbud bagus mahasiswa-mahasiswanya diberlakukan romusha untuk mengikuti kegiatan dengan embel-embel merdeka,0
Kampus Merdeka ??? Merdeka belajar ???? Bukannya seharusnya bebas menentukan pilihan kita? Untuk ikut program tsb atau engga bukannya kita dijadikan merdeka untuk bisa milih kemauan kita kayak gmn? Kok jadi diwajibkan dan seakan akan dipaksa untuk mengikuti,0
@hyelmu kampus merdeka ya?? mending magang mandiri aja dah ga jelasn gitu anjrit gue liat2,0
@ kampus merdeka super LELET ️,0
kampus merdeka downfall era,0
hah........... apparently...... ad rumor kalo kampus merdeka dicancel..... gaada iisma...... gaada msib....... lalu ak ngapain kuliah di indo kocak.....,0
terus well kamu pernah bilang kalo kita gaboleh sia siain kesempatan karena itu tu previlege itu tuh bener bener membuka pikiran aku kalo emang kita tuh harus berani. temenku kmrn lulus program kampus merdeka gitu dan aku nyesel kenapa kmrn gadiambil kesempatan e,1
@zahraamalias Pantesan pejabat suka menyulitkan rakyat ternyata lulusan pendidikan universitas di Indonesia emng diusahakan agar mempersulit kehidupan org lain kali yak?. Semoga implementasi kampus merdeka bisa diterapkan scara keseluruhan biar merevolusi pendidikan gaya penjajahan yg busuk it,1
anjir I might ve found out the reason behind ketidakjelasan kampus merdeka batch ini,0
kalo awal agustus kampus merdeka masih blm buat announcement sumpah anjing bener,0
kampus merdeka downfall era fr,0
@fachrianantyo Ini yg bobrok emg se msib nya sih bang se kampus merdeka nya gajelas,0
manifesting kampus merdeka ga dibubarin ya Allah aamiinnn,1
@ohmynaez @cmdcuy2 @Kemdikbud_RI kalo buka sih sama pertengahan emang nyatanya batch 7 mundur jauh harusnya sekarang proses seleksi eh malah data ditahan sama pihak kampus merdeka,0
kalau program kampus merdeka jugaaa superr kerenn sayangnya aku wisuda pas kampus aku baru mwnerapkan kurikulum itu jadi ga bisa ngerasain tapi liat igs atau updatean adik tingkat program kampus merdeka SUPERR KERENN!!!! untuk adik SMA asli kurikulum merdeka itu seruu tauuu!!!!,1
gausa buat program kl ditelantarin gni anjir gjls bgt kampus merdeka aneh,0
@midnsnsak bau2nya program kampus merdeka ga akan dilanjutin di pemerintahan selanjutnya lumayan kan dananya bisa dialokasiin ke makan siang gratis Rp15.000. mungkin mendikbudristek bakal balik lagi ke orang yang berpengalaman di bidang pendidikan tapi programnya ga menarik (?),1
program kampus merdeka periode semester depan knp ga jelas si,0
Sesimpel bikin kejelasan soal tertundanya byk program aja gabisa. Malah sok2an bikin konten soal upgrading. Paling tai sih acara yg baru mereka bikin. Dikira korban (re: peserta kampus merdeka) bego kali ya kek mereka. Dikira dikasih Sal atau Marchella bakal tutup mulut. https://t.co/m7fiD2kpZB,0
tolong dong kejelasan MSIB nya @KampusMerdeka kt juga butuh kepastian buat magang,0
@convomf 5. Semester 4 klo mau lu coba pegang jabatan penting di HIMA/BEM. Kalo nggak lu coba ikut projek kampus lain/ mulai cari info magang. 6. Semester 5-6 lu daftar magang merdeka. Nah fungsinya lu ikut projek dan orgnisasi itu buat cv lu. 7. Semseter 7 ajuin judul,1
kampus merdeka bubar! https://t.co/6f305LmxO5,0
Aktif organisasi sama kepanitiaan boleh. Bolos kelas sama titip nama di tugas kelompok lebih baik dihindarkan. Kalo kalian gak minat organisasi/kepanitiaan bisa juga aktif ikut lomba atau ambil magang bahkan sekarang ada banyak program bagus dari kampus merdeka,1
@khusete @hrdbacot ekspresi pack menteri pas bilang sunib adalah percontohan bagi kampus merdeka https://t.co/s20d6bddSx,0
@anak_legal Apalagi yang program magang kampus merdeka aku nggak tau sih itu apakah mereka yang magang lewat msib dikasih uang saku atau nggak,0
@nabiylarisfa Dunia akademik model penjajahan ini yg seharusnya segera diganti secepatnya dg sistem kampus merdeka. Tpi kampus bnyk yg gk mau karena udh terbiasa di zona nyaman dan minta diagungkan layaknya majikan,1
@TMIHARINI pak men hrsnya urus ini dlu bkn kampus merdeka:(,0
@lithelylethal padahal as simple as orang ngejoki punya duit itu aja udh tanda bahwa ini udh sampe ke ranah kesenjangan kelas. Belum ke sistem pendidikan yang emang udh di industrialized. Expect apa dah lu pada dari kampus merdeka,0
hadeh kampus merdeka kampus merdeka... ga profesional bgt ngasih timeline,0
Dan gue rasa program Kampus Merdeka bener-bener ngerusak kultur akademik di Indonesia. Banyak mahasiswa sekarang fokusnya gimana punya experience yang bagus dipake di CV biar bisa dapet kerja dan bukan fokus eksplorasi akademis mereka. Informal mentorship jadi semakin berkurang,0
Sebenernya ni msih gmana sih? Makin aneh dri yg timeline berubah trs timeline ilang tiba jadwal mundur jauh bgt jdi 31 agustus trs server error ni kampus merdeka ada apa deh,0
@wayangtl Rp 1.200.000 Gaji pertama dari program magang kampus merdeka untung magangnya full online ya jadi worth it lah,1
Mampus data gue ada CIL semua gara² Kampus Merdeka wkwkwk,0
@convomf Ak ikut salah satu program kampus merdeka jadinya nyantai aja yg hectic ni smt 6 bjir di hantam tugas detline laporan proposal kepanitiaan kocak ak sampe sakit,1
Kampus merdeka please do something bro. Tgl 15 agustus klo blm ada penerimaan / penolakan kampus gw nempatin di mitranya woy. Dan itu gw gk tau dapet dimana:(,0
@Hydepky1 @bacottetangga__ Kampus merdeka ? Merdeka ngilangin kewajiban skripsi bgi mahasiswa ? merdeka ngilangin kurikulum dasar bahasa Indonesia &amp; pendidikan Pancasila dlm pp 57/2021.. bangun bro.. jgn cuma mimpi basah doang luh..,0
@areajulda @cestkirei @nadiemmakarim @KampusMerdekaRI Saking lamanya nungguin kampus merdeka sampe sempet jadi streamer dulu yee jull,0
@DenasIdn1 @bacottetangga__ Lu gk liat tuh bnyk program kampus merdeka yg sudah berjalan lama itu lu kata gk ada prestasi tolol bngt nadiem gk ada hubungan nya dengan masalah personal mahasiswa mau mereka ketmpt apa kek terserah mereka jgn dikit akhlak dikit akhlak tod,0
Pengalaman bermula ketika aku ikut kompetisi Gojek Campus Ambassador ternyata perolehan point ku terbanyak ke 3 sedepok. Dan ternyata aku dijadiin kandidat untuk internship via Kampus Merdeka Turns out aku lolos dan berhasil dapet internship oppurtunity di Gojek!! https://t.co/f02dSCeNCI,1
@convomf pengalaman smt 5 ku have fun bgt soalnya ikut studi independen kampus merdeka,1
@tanyarlfes Sy SMA pake KTSP kuliah belajar K13. Skripsian tbtb covid ganti jd kurikulum k13 revisi tbtb ganti jd k13 biasa tbtb jd kurikulum merdeka. Skrg bapak mau hapus kls IPA sedangkan itu prodi saya di kampus Klo kelasnya dibubarin mendadak trs sy mau penelitian apan pak,0
Sebagai yang dulunya pembela kampus merdeka.... sepertinya akan kutarik kata kataku,0
Serius tanya intern jaman sekarang tuh ga pas semester 3 semester 5 atau semester 7 kah? Atau Kampus Merdeka gitu? Studi Independen? Gajinya pasti under UMR tapi kalian pernah tau ada internship malah suruh bayar ga sih? ((jaman sekarang)) I'm a millennial so enlighten me,0
@aditaviasti @cestkirei berarti emg krn ga professional dan ga kompeten aja yahh kampus merdeka nya,0
@cestkirei tp balik lg sih kak aku gatau info ini valid apa ngga tp dosen pembimbing dari msib pun sampe hari inii msh remind tmn2 yg lain buat kumpulin laporan akhir rese bgt sumpahh sebel diundur mulu kebiasaan bgt kampus merdeka gabisa kasih kepastian,0
maka dari itu mohon untuk memberikan update mengenai program Kampus Merdeka se-segera dan se-detail mungkin sebelum timbulnya asumsi liar dari pihak yang dirugikan kalau program ini berlanjut kabari. kalau beneran di cancel mohon dikabari juga terimakasih dan semangat min https://t.co/S21OvOEAdF,0
saran saya lebih baik updatenya disuarakan melalui setiap platform. termasuk dari website kampus merdeka instagram dsb supaya informasi dari Kampus Merdeka lebih tersampaikan.,0
maka dari itu saya menghimbau kepada pihak penyelenggara Kampus Merdeka untuk segera memberikan update timeline setiap program secara jelas konsisten dan konkrit supaya peserta juga dapat mempersiapkan setiap tahap seleksi dengan baik,0
@5teV3n_Pe9eL Orang bisnis yang sekolahnya gak full di sekolah negeri Indonesia disuruh megang pendidikan Indonesia Program kampus merdeka jor joran tapi sekolah reguler entah mau dibawa ke mana,0
Kampus merdeka merdeka belajar..... Dosen belum merdeka #DOSENPAYLATER,0
tolong banget kampus merdeka benerin data lo gara gara kasus hack data pemerintah data mahasiswa jadi kacau ditambah minimnya informasi batch 7 jadi diundur terus malah skrg yg diurus batch 6 mulu hadeeehh,0
@mikachi_ara Pembayaran juga telat dari yang direncanain (beda BBH cair aku sama anggota kelompokku aja 3 minggu bedanya) Mending kalau ikut kampus merdeka jangan yang ngajar sumpah,0
di masa transisi kayak gini program kampus merdeka jd digantungin deh kalo emg msib batch 7 bakal diapus kenapa dibuka dr awal,0
Kek sumpah skrg gue ngerti kenapa kampus merdeka nih bener2 anjync cuma keliatan bagus doang kesannya mikirin kesiapan dan pengalaman ternyata cm jadi alesan dapet *free* overexploited labour karena nasib kita semua literally digantung dan kita gabisa ngelak kerjaan apapun,0
Hanya bagian kecil Merasa paling wah dgn nama kampus yg besar 2023 jd thn trkhr kami memberikan donasi buku ke anak kkn dr kampus TERBESAR di jogja mrk sdh sepakat dgn sk yg km berikan tp tdk menyelesaikannya Miris fomo gr2 kampus merdeka sampai ada yg minta sponsor https://t.co/HgNjdQ4KrJ,0
gw liat² nih kampus merdeka ngurusin msib 6 mulu msib 7 nya ga kelirik mana diundur² mulu timeline nya,0
@ardisatriawan Memang aneh kerja di negara ini paling ga make sense adl fresh graduate tapi pengalaman kaya nabi. Bahkan di kampus merdeka yang buka untuk smt 4/5 aja dibutuhkan pengalaman kerja 1 tahun kan masih kuliah ya. Fresh graduate juga kan baru selesai kuliah pengalaman dr mn?!?!?,0
Nadiem lah yang membuat segalanya demikian. Karena Nadiem menggelar program Kampus Merdeka. Salah nggak program Kampus Merdeka? Ya enggak karena berkat program itu pula mahasiswa lebih mudah mendapat pengalaman kerja dan insentif. Program itu terbukti membantu mahasiswa-,1
yang eksploitasi anak magang kampus merdeka juga ada hihihi,0
i beg u KAMPUS MERDEKA plis pengumuman msib sebelum Agustus. KEBURU MASUK KULIAHHHHHH,0
ini tu akar masalahnya krn kampus merdeka + uu ciptaker kah? klo iyg mmg nadiemakariem hyperexperimenting the hell out of this country huekkkk,0
sumpah bner yg kemaren ada twt yg bilang iklim kampus merdeka ini bikin kita melewatkan masa menyenangkan di kuliah. sekarang serius jatohnya kuliah cuma balap balapan banyak banyakan magang,0
@hrdbacot Tp jujur Lagi kurang sdm lebih enak memanfaatkan batch kampus merdeka. Mereka dibayar kita dibantu.,1
@munvess kampus swasta no #1 QS WUR 2025 dan menerapkan kurikulum merdeka belajar,1
Ya inilah akibat kebijakan magang di Kampus Merdeka.,0
@xnopzx macem kampus merdeka gitu ya berarti internship-nya kayak bagian dari program uni dan bisa diconvert ke kredit semester,1
somehow merasa bersyukur karena angkatanku angkatan terakhir yg gak kena kampus merdeka :'D,0
Kampus merdeka bikin mahasiswa yg gak magang itu rasanya kayak terbelakang. Padahal mahasiswa mah harusnya fokus belajar aja,0
Masih inget banget ada posisi magang di kampus merdeka yg pake syarat gini wkwk meanwhile upah buat magang merdeka di kisaran 2jt-an + target pasarnya itu mahasiswa :D,0
oalah.. makanya ngerasa bgt anak kuliah jaman skrg gaada yang ga kerja ternyata bagian dari sistem kampus merdeka tohhhh,0
Tapi karena kampus merdeka aku malah ngerasa kuliah lebih worth it. Dari program²nya aku bisa ngerasain banyak pengalaman yang kemungkinan gak bisa aku dapetin dari organisasi.,1
lagian kenapa coba ga dimaksimalin aja di vokasinya? kalau kayak gini semua semua magang terus yang sekolah vokasi kek gue gini makin ga laku aja dong? ya gue tau kampus merdeka tuh pilihan. tapi ini semua tetep salah pemerintah yang bikin keadaan mahasiswa dituntut magang,0
engga juga sih. karena program kampus merdeka gue bisa istirahat hidup tenang 6 bulan jauh dari lingkungan kampus yang kayak kntol itu and it was such a great experience too,1
Paling nggak setuju kalau kampus merdeka itu dibilang program merengut kebahagiaan. Lha wong namanya saja sudah merdekaaaaaa.,0
@shescaredycat @Nathanieldrich @unsmfs Aneh bgt PT nya padahal dri Kampus Merdeka udh ngebikin gampang gapake SPTJM fisik malah masih dimintain... Harusnya klo emg butuh bukti ss status rekomendasi yg disetujui aja cukup nder,1
@partaer @fleyura IISMA bisa kok convert SKS karena dia itu program kampus merdeka tapi kamu baru bisa ikut IISMA di smt 6 dan kamu akan di hadapkan pilihan sulit..mau MSIB atau IISMA di smt 6 hehe...,1
@CNNIndonesia 10 tahun menjabat program pendidikan paling revolusioner Kampus &amp; Magang Merdeka sih. Bagi jurusan tenaga ahli ini bener - bener modal portofolio &amp; gudang skill yg bagus banget.,1
juara 1 olim matematika udh sempro di sems 6 3 x ikut kampus merdeka hobinya main game tpi ttp dpt achievement dr hal itu sampe skala internasional DAMN,1
Sumpah demi apa mundur lagi??? pantes perusahaan yang ku lamar belum ada yang di proses #msib #msibbatch7 #kampusmerdeka https://t.co/BnIhofNiw2,0
@nuvillaera @nectearv @bacottetangga__ Well kampus jga ngasih wadah buat para oknum terutama rektornya karena katanya ini kebijakan baru kan dri sini hrusnya sadar lah namanya PTN ya wajib merdeka belajar bukan apa-apa harus bayar,0
Sekolah dibingungkan zonasi UKT mahal tapi menterinya menyarankan pinjol pas udah kuliah disibukkan MBKM yg tidak berguna mahasiswa dibuat sengaja sibuk dg demo UKT mahal dan kegiatan kampus merdeka yg ga penting dan masih bilang miris?,0
MSIB mangkelin banget gw benci banget nget nget. Bisa bisanya dari yang pengumuman akhir juli jadi akhir agustus???? gw mandiri aja deh cok daftar magangnya kampus merdeka ga guna,0
@saiful_mujani Ini tdk tjd tiba2 kok sdh dimulai sejak diknas dijadikan alat o birokrat partisan. Tiba2 sisdiknas nuansa eksklusifpun lolos dan hasilnya nampak belakangan di survei2 bgmn persepsi murid thd kebebasan berfikir. Nadim yg berupaya dg 'kampus merdeka'pun kesulitan ok dijegal.,0
Impactnya jauh lebih besar karna selain bisa mengamalkan nilai pancasila generasi muda ini bisa lebih paham sama realita di indonesia . Bukannya apa2 gemes juga liat program kampus merdeka malah kaya kampus dijajah.,0
@PNGMAFIA_ Loh iya tho? Saya kira BRIN malah 'ramah' dengan mahasiswa ditambah kampus merdeka lebih ramah lagi ternyata malah sebaliknya. Tapi ya itu efek buruk penyatuan lembaga riset yg terlalu cepat dan dipaksakan bikin ambyar semua. Coba jualan risol mayonya di lokasi riset BRIN hehe,0
@washap_ Sepakat mas paling gampang contoh kasusnya ya mahasiswa magang. Dulu banyak mahasiwa bisa magang atau pkl di balar tanpa fafifu kampus merdeka. Sekarang brin eksklusif banget buat kalangan mahasiwa jadi bancakan kampus luar negri mahasiswa arkeo indo jual risol,0
Masuk PTS jelek emang takdirnya gitu tapi bisa dapet opportunity ikut banyak program dari kampus merdeka meskipun kemusuhan juga tapi ya lumayan untuk di CV kepake banget alhamdulillah karena pengalaman ikut program tsb belum lulus official udh dapet kerjaan,1
Lalu di mana esensi Kampus Merdeka jika dosennya tak bisa berpikir merdeka? https://t.co/84S3kEJaJm #Opini #AdadiKompas,0
@um_fess baiyohhh bakno arek bendero biru koneng wkwkwk tiati rek tak pikir nang kampusku seng lawas tok problematik ormek e ternyata nde kene pisan ojok gelem nek dipingin2i jabatan atau duwe relasi wong2 gede teko organisasi iki mending meluo kegiatan kampus merdeka lebih jelas,1
@ili_pirli Bukan unpaid lagi Kak. Malah magangnya nggak dibayar itu sama program kampus merdeka.,0
Belajar buat test hari Selasa banyak materi soal Kampus Merdeka jadi paham undang-undang apa aja yg diubah dan gimana celahnya ️ Kek kalo di negara maju di mana industri dalam negri banyak R&amp;D dan aktif kerjasama ama kampus sih oke ya ini. Lah ini diterapin di Indonesia skrg?,1
@futfunplay @robby_karman @tanyakanrl Tenaga kerja yang siap buat bekerja tapi gak sejalan sama visi misi kampus yang berdasarkan tridharma perguruan tinggi di mana perguruan tinggi berkewajiban menyelenggarakan pendidikan penelitian dan pengabdian ke masyarakat. Karena ada program magang kampus merdeka calon-,0
@futfunplay @robby_karman @tanyakanrl Tapi apakah dengan pengalaman dia diriin GO-JEK itu relevan sama menteri pendidikan? Kan kagak. Makanya beberapa program dia itu gagal karena dia orientasinya cari untung bukan pure untuk mendidik. Contoh kampus merdeka mungkin bagus kalo Indonesia goalnya cuma mencetak calon-,0
Alhamdulilah wishlist sudah terceklis terima kasih kampus mengajar telah memberikan kesempatan untuk aku belajar diluar lingkungan kampus #kampusmerdeka https://t.co/7BcARZWn43,1
@matonskyyy katanya sih kampus merdeka tapi yg merdeka cuma metode belajar,0
@finskk Kampus merdeka cuma slogan,0
HAHAHAHAHA bahkan seleksi magang kampus merdeka aja lebih susah dari pada seleksi menteri,0
@PolJokesID Ini juga ada di peogram kampus merdeka gw keterima salah satu magang berserikat disuruh bayar buat ujian BNSP tapi boleh make spaylater,0
guys buat yang masih kuliah kusaranin kalian magang (entah itu kampus merdeka ataupun mandiri) dan rajin dokumentasiin projek apapun yg kalian kerjain buat nambah portofolio (tiap semester ada gitu jadi nanti bisa kalian pilah-pilah dan biar lebih enak buat ngulas lagi),1
acara kampus merdeka iki repot semester 5 6 gaoleh nak kampus. alhasil podo bingung pindah kos taun ngarep nggolek kos maneh. repot. ruwet. pindahan,0
UKT mahal tapi bayar gaji karyawan suka-suka kadang tepat waktu kadang telat emang kudu banyak bersabar kerja di perguruan tinggi ini #kampus #UKT #kampusmerdeka,0
@soonbagp Sebenenrya gimana2nya balik ke diri sendiri ya tapi kalo masuk uin kamu ga punya banyak kesempatan kek kampus2 lain. Kyk ikut kampus merdeka atau program program bagus lainnya buat ngembangin diri kamu. Itu sih yang aku rasain,1
@um_fess Entah ya apakah kampus merdeka juga kebeban pdn ini institusi pusat semua lagi riweh,0
akhirnya balik karanganyar cihuy memanfaatkan tiker gratis dr pemerintah (privilege kampus merdeka),1
@milov023 @nyuwiforlifeu jadi kak aku juga udh nyerahin pengunduran diri dan ada tiket nya tapi sampai sekarang status nya ga berubah. Aku hubungin helpdesk kampus merdeka juga disuruh tunggu terus,0
4 matkul doang jir konversi kampus merdeka jg langsung aman,1
https://t.co/pqNURFszns ni jelas2 nama yg ada di bagian header berita tu udh pasti nama penulis. kl ikut kelas bikin web kebanyakan ngasih contohny pake web portal berita nah itu dari yg paling ecek2 gratisan di yt ampe sekelas bootcamp kampus merdeka ya ky begitu semua wkwk,0
@snowiesthann Seru si bisa msib. Apalagi klo kampus merdeka ikut 2x program,1
Program magang kampus merdeka aja banyak yang kontra,0
Kampus merdeka is really more sick. 2.5 belajar 1nya magang. Udah diburu-buruin matkulnya jadi harus bener-bener punya basic skill kalo mau kuliah. 3.5 tahun kuliah cuy udah bisa S1. Dulu S1 3.5 tahun adalah suatu kebanggaan sekarang biasa aja karena udah banyak yang nerapin.,0
Dan si bbg keren banget dia ngambil kampus merdeka kelas bahasa Mandarin emang pinter gei yg satu itu,1
@lowongandosenx Sdh dibilangin sama Mas @ardisatriawan #JanganJadiDosen msh saja keukeuh ikut CPNS dosen.. Mamam aja tuh scamming dari @Kemdikbud_RI @kempanrb.. Di balik Merdeka Belajar Kampus Merdeka ada dosen yg kerja rodi dan Cultuurstelsel..,0
@DraftAnakUnpad Tergantung jurusan nder tapi kalo di fakultas yg masih primitif (ytta) mending gausah saran gw mending prepare untuk kampus merdeka dll yg lebih ngasih manfaat nyata (based on experience ya),1
big thanks kepada kampus merdeka yg bikin cpt bgt kelar kuliah jaman skrg,1
tp memang benar semester 4 IP tuh turun padahal semester 4 tuh semester paling ter awikwok dan capek bgt MAKANYA SEMESTER 5 DAN 6 GW KABUR IKUT PROGRAM KAMPUS MERDEKA[walaupun sama-sama stress setidaknya nilainya gak awikwok],1
@ariisofyan11 apalagi dengan sekarang ada program kampus merdeka mahasiswa diberikan kesempatan seluas luasnya untuk eksplor bidang yang diminati.,1
bgst bnr form evaluasi kampus merdeka ni kebanyakan takunan nya. minik lalu muar nd nd isi sangat setuju semua https://t.co/MY133yVfSu,0
@WatchmenID Untad gaada soalnya lagi pada sibuk ikut program kampus merdeka terus terkendala dosen dengan konversi nilai dan sks.,0
